,FOD,OGT,FOD_contrast,OGT_contrast
Inner65,0.0918343493792883,24.604719173516866,-0.0019364510756365444,-1.14923585396323
Inner24,0.08977242264449996,23.85076414603677,-0.003388795805128214,14.0
Inner159,0.09363937106751102,26.58952126234047,0.008543245383507786,1.9565062164416425
Inner106,0.08965379625507056,25.68326563412803,0.0008627768186356272,2.0
Inner86,0.09819704163857834,27.639771850569673,-0.01245440748891212,-2.3419274815256266
Inner69,0.09808607880981424,27.658072518474373,-0.03214278668375402,0.5
Inner277,0.11679071718549972,31.787942294677656,0.03340216485449139,-5.0
Inner301,0.11750789850889141,40.50894014245697,0.009048668609256266,-0.6278472113627274
Inner298,0.11266590018312289,40.993413970383315,0.004757188291826822,2.8316457840641007
Inner287,0.10792032105842696,39.18619196411917,-0.001795969033027603,-0.3625448253681256
Inner269,0.10325257901657121,37.362544825368126,0.022491037715909074,-0.10996858433019696
Inner261,0.10321638603051582,36.8900314156698,-0.03885343408649261,-0.4716732266390693
Inner255,0.10157451428911929,36.52832677336093,0.016593473660458852,-3.242782306774984
Inner174,0.08722613048657224,35.242782306774984,-0.008031558733680638,2.326686607533823
Inner145,0.08518657393124901,34.67331339246618,-0.00112429696272838,-6.0
Inner294,0.11267750935025378,42.01783774818327,0.019090779688971757,48.42901170020616
Inner253,0.10809371090155388,34.57098829979384,-0.0037434366519266543,6.65097791302102
Inner138,0.10379291469942467,31.65097791302102,0.004629170956371248,0.0
Inner300,0.12171456879237916,40.36556675902059,0.011706980112975163,6.618352331271609
Inner235,0.11527006519120167,35.171922254251,0.07116432985806262,6.0
Inner297,0.12697704530417683,41.79027458552261,-0.0003331498838856084,2.0170190006989728
Inner295,0.12873064277788518,41.03432536591366,0.0021417832428876626,-0.6493955022054223
Inner292,0.12864688408622807,40.95247038381044,-0.006154279793170625,3.5441887661085545
Inner285,0.129503780556887,40.40472730338434,0.06319786291562238,9.0
Inner279,0.12334950076371637,43.948916069492896,-0.03254291170016389,7.401561172137136
Inner258,0.12853289800937479,43.5401252097243,-0.007165058150443007,12.191350127561691
Inner250,0.1302463914837763,42.80864987243831,-0.0029957131889426225,11.180634037275397
Inner238,0.13238230076704235,42.6806340372754,0.029733957884980983,20.0
Inner150,0.09598998630921089,50.94168638186144,0.005285571534156902,2.5
Inner293,0.13078866732911573,40.30307488160502,-0.004684538784947678,1.371601614931805
Inner283,0.13337455568940515,39.49270125963436,-0.03166312296014348,16.72142331579588
Inner273,0.13742687700545092,37.77857668420412,-0.022284154147263313,3.523669781314034
Inner260,0.14440697379431092,33.523669781314034,0.013549038382743794,-0.57071912128999
Inner233,0.14244513401454867,32.14877223928687,-0.011882466253328672,8.0
Inner243,0.15599417239729246,31.57805311799688,-0.03227092334606643,2.4733008985942995
Inner186,0.1741312880015059,29.797210343906688,0.014557100608830253,0.635194674502408
Inner170,0.17691003953209355,29.364805325497592,-0.026591485438000023,4.0
Inner218,0.14186036465543947,32.27051124250099,0.005058868095361546,3.0745459341320505
Inner13,0.13126670295771697,30.326368661491312,-8.140771997933172e-05,-4.0
Inner163,0.13632557105307852,33.40091459562336,0.018962461986200607,10.0
Inner289,0.12869001690445747,40.864302874566164,0.003983752809247509,2.0163045469947747
Inner288,0.12443310100507024,39.70876803322381,-0.029320004872360556,9.489055547371542
Inner275,0.13559582743367182,34.76361006352627,-0.01043833984915335,-0.5495883488497952
Inner244,0.14464836726030164,33.24321194223046,-0.0005174122603958942,-2.7755627598439645
Inner224,0.1483595906588386,32.224437240156036,-0.0012423089459450976,0.4810316959246599
Inner217,0.15039053224186708,31.556186953398328,0.002831427609775894,-1.004869024895033
Inner173,0.15010042597634551,31.684646902612855,0.00010001793254185709,10.861384215940582
Inner126,0.14982354572222908,29.138615784059418,0.0030878222663921484,3.170748765749938
Inner81,0.14811093472144257,26.90269061644027,0.0015022498486214897,-5.1603906126217645
Inner51,0.14669975443236702,26.160390612621764,-0.003995740535883002,1.0
Inner88,0.15119875698783472,30.07343938219021,-0.0022327267047621557,7.065880515231928
Inner74,0.15182584577292435,29.934119484768072,6.369702753941664e-05,1.9695552445869922
Inner23,0.1540677711016135,29.969555244586992,0.011222262910213443,0.0
Inner203,0.1529318535861214,30.67977787771782,-0.0011605370939753445,-1.0514361787676876
Inner128,0.15477518192359144,30.92078529657368,0.01935424410362452,-2.1603140523357567
Inner1,0.1475272893552151,32.16031405233576,0.0005280953557388335,4.5
Inner190,0.1536146448296161,29.869349117805992,0.0006421330248849999,-1.9921989180049735
Inner158,0.1535941265075169,30.405289603070862,0.04644470140319057,6.0
Inner177,0.1542362595324019,28.41309068506589,0.001184491743312116,-0.39922810109318974
Inner109,0.15374540649627597,27.943972742706443,-0.008148230068826812,2.611215954432584
Inner46,0.16013465431114415,25.808955209794856,0.00024479221658621486,6.221059065196389
Inner16,0.16363143158182808,26.22105906519639,-0.0005433189253589155,0.7611954147082756
Inner4,0.16592571066611028,26.238804585291724,0.007440818276518157,2.5
Inner98,0.15198642424231734,28.42017116422744,-0.0008802641081085971,-0.09652176874803686
Inner72,0.15225146712871257,28.619904559246248,-0.014126615408343701,1.2838171175615045
Inner63,0.15152890959165624,28.783817117561505,0.01989347226115859,0.0
Inner92,0.15137120302060397,28.52338279049821,0.009049647385422382,1.844477516629862
Inner35,0.14835242628191853,29.844477516629862,0.009690572144119225,4.5
Inner148,0.15492989823958808,27.544744641613253,0.0065656308227299565,5.294032396598414
Inner52,0.15856325773771943,27.794032396598414,0.0015627377200929105,0.7697583501143868
Inner20,0.15832182270982476,27.431729826972536,-0.010608270722939406,-4.0
Inner21,0.15988456042991767,28.201488177086922,0.015501825108564515,2.5
Inner210,0.14914822329592198,32.03721864932299,0.01871504612439448,-1.6842667532948603
Inner152,0.15749750891194522,30.81573324670514,0.009523985278869107,2.0943136816791394
Inner50,0.15236014791769625,29.0282315275572,-0.004889294259144583,-0.5
Inner112,0.16188413319656536,31.12254520923634,0.009849938591829338,0.6548369079029435
Inner93,0.16496208689264102,31.345163092097057,-0.009078480186868687,0.2547710727474346
Inner56,0.16997856883199233,31.31561687560033,-0.001204347906281128,4.507610093214421
Inner27,0.1739246147652786,30.49238990678558,0.0015661625897351594,2.0
Inner47,0.16090008864512365,31.570387948347765,-0.010207200147540646,-0.8008565528045501
Inner38,0.16063875793648535,31.80085655280455,0.002603619103854732,0.1824809692544278
Inner19,0.15891021209877712,31.78255958387699,-0.013103659152038621,-3.5
Inner26,0.16151383120263185,31.965040553131416,-0.018137192377761874,5.0
Inner263,0.1342100274111483,32.693623593380664,-0.0060919797554921384,1.5892066875244133
Inner232,0.13712295729483892,31.20050731907109,0.001480911021354142,3.5102947673701834
Inner212,0.13816366964204377,31.010294767370183,0.003971483403940712,-1.2996698440749945
Inner195,0.13956350141458337,30.700330155925005,0.0003084881193929634,-5.201246899714661
Inner181,0.140978204207721,29.79875310028534,0.0032542618444843796,-0.4787903252849759
Inner168,0.14073860726210471,29.560817311255693,0.0022572080152852003,-2.614219436499191
Inner114,0.14056679705638106,28.38578056350081,0.00012813830572547258,0.5667319433182421
Inner80,0.14045401118710454,27.829056290122058,0.005098925129920495,2.5
Inner101,0.14058214949283002,28.3957882334403,0.016348155611517146,-1.9326685574128817
Inner57,0.14361898974752177,28.06733144258712,-0.009598143421477912,5.0
Inner171,0.1439928691065891,29.082026985970717,-0.004546898027408625,1.1078351455748887
Inner135,0.14744057336400476,28.24875553294227,-0.0018312878124958631,-0.8908700580616049
Inner130,0.14778150118315422,28.238336397352157,0.005968474037532562,2.8385702479049044
Inner29,0.15238294526498164,27.161429752095096,-0.015549354245909447,3.0
Inner68,0.14595021337065836,27.347466339290552,0.019012424332232325,2.9806029405896552
Inner22,0.1402052364864811,26.019397059410345,0.004473289345606146,0.5707491239370874
Inner9,0.13870559285524528,25.570749123937087,0.011495667253927755,10.0
Inner132,0.14289367533659614,29.356590678517158,-0.00961946234378594,10.0
Inner247,0.13103097753934678,32.7897140065955,-0.007280035037192378,-0.5561803814753219
Inner237,0.13613812581520757,33.26847133408651,0.01376492204285118,0.7593467017772468
Inner201,0.1300404155486574,33.0191044092487,-0.00838586872859208,0.6498317894737156
Inner164,0.1314751235723967,32.691970631855504,-0.01993226501425227,-4.0
Inner167,0.12308925484380463,33.34180242132922,-1.4016913476466719e-05,1.8872123545282875
Inner134,0.12155939687786452,32.5242872769099,-0.0018839732758238331,-0.5
Inner129,0.12154537996438805,34.41149963143819,-0.010825829783791124,0.0
Inner230,0.14380533759150857,33.778451111025944,-0.007396981893031396,-2.08238660382041
Inner151,0.15277014089700733,35.407784582665975,-0.02541753451926529,0.0
Inner223,0.14537315900397593,33.325397978845565,-0.0032865246404008563,0.1511862260323653
Inner209,0.1486311079521647,32.95912453767064,-0.0025814571643598683,4.843589605037796
Inner165,0.15131660253415669,31.03995780622562,-0.002595250276884009,0.20458851914071374
Inner105,0.1534258155228037,30.51033708131885,-0.011359133627942303,-0.269761327155841
Inner8,0.15173254204773332,29.73023867284416,0.03124103880253931,1.0
Inner127,0.1508305652459197,30.714925600459562,0.01432136483373811,0.2802371821166858
Inner31,0.15440685695133502,30.280237182116686,0.0009864455301859254,0.0
Inner33,0.14873514536979682,35.883547411263415,0.010138987573909547,13.5
Inner194,0.14534458331176384,33.110310763703005,0.002202905437143604,7.0
Inner239,0.1288580907780152,32.71229095261119,0.02871595461359347,-5.628676793172062
Inner226,0.12789907219719648,31.371323206827938,0.0007072654251134292,-0.9748531335530792
Inner187,0.12718590057864013,31.3317054536499,0.0061373123845346045,2.5
Inner219,0.12789316600375356,30.35685232009682,0.00792207272761851,1.147527035251347
Inner202,0.12370630609204135,29.31717161278278,0.0059619076437742585,0.7329725196317476
Inner180,0.11719505705836088,28.280768586319134,0.003850996445527083,-0.5362765568448999
Inner55,0.11224735529213559,28.15879723981651,0.0026033795443398816,-2.683451174659634
Inner12,0.11139868411286778,27.316548825340366,0.011960028138312581,6.5
Inner91,0.11609835173766267,27.62252068297161,0.009199736581502777,1.0
Inner178,0.12315696470213514,29.01374110595088,0.031280642605868283,-1.5226643265163453
Inner154,0.12710715907033968,28.477335673483655,-0.007669200918118679,-1.8074223951067268
Inner84,0.13444767580399475,29.886392940970065,0.0021810060732524172,-0.9472064069781503
Inner37,0.13837595009336887,30.94720640697815,0.027268475376777762,-9.5
Inner144,0.12677847488587607,28.07897054586334,0.00600089135387992,5.474474618854842
Inner133,0.12676652489991455,27.974474618854842,0.012228360380642234,3.029748255488748
Inner116,0.12734372818836254,28.029748255488748,0.004683227138887969,2.461491557992286
Inner18,0.12947318233863328,27.538508442007714,0.0008507806361571502,-3.1370293826837106
Inner10,0.12999408374044735,26.86297061731629,0.0109699099255324,6.5
Inner208,0.13162837881965986,30.464698648034126,0.006263476713294747,0.8287942512521411
Inner183,0.12984743797509854,30.08930306234113,-0.0009342535928336948,8.183959734943947
Inner169,0.12906048933427852,29.316040265056053,0.005657701924773856,13.991063033174445
Inner5,0.12743994998678934,31.491063033174445,0.0004381947615548776,-3.5
Inner198,0.1361109146883933,30.91809731359327,0.010248867982897869,2.974146761409685
Inner184,0.1362026812646652,30.614220799849463,-0.02219616328568705,-1.903255693987603
Inner166,0.1344671056071073,30.096744306012397,0.004677657272580141,5.0
Inner113,0.14645154924756307,33.58836756125915,0.0010803587680654203,0.020693663849854715
Inner110,0.1465647287675274,33.663715511285815,0.01552554315179308,0.622580888621826
Inner25,0.1533115996793839,35.122580888621826,-0.0374734329180533,2.0
Inner97,0.14764508753559283,33.68440917513567,0.00046711376448141384,0.23352827445608426
Inner87,0.14816203793656435,33.733528274456084,0.0020195050715723917,1.3503433785617602
Inner34,0.1516846110786395,34.35034337856176,0.01909598835020862,10.0
Inner225,0.10627582256131127,44.252665610897814,-0.002974210810369235,-2.3378591617968354
Inner176,0.10039897100781256,45.162140838203165,-0.015054095172788162,16.5
Inner284,0.12841685381431775,41.72507258021859,-0.008901858671881646,3.4303872598238385
Inner282,0.13363356398168352,40.058946477186176,-0.010941782143304796,4.339535822548925
Inner254,0.14357864494040445,36.30461521632726,0.01578960155462808,-4.616978006800444
Inner227,0.15469799801927453,32.383021993199556,-0.0029972279441283223,-1.4656306394186736
Inner205,0.15820695328805762,32.007616253932916,0.014797031602743205,1.6543909646299682
Inner139,0.1685626911219115,31.654390964629968,0.022916438552885943,2.5
Inner200,0.1552097253439293,30.541985614514243,0.006440360314010879,-1.0106370858889733
Inner196,0.15429504297029847,30.247670765905994,0.0007687566016252312,0.7313638632984585
Inner185,0.15366547615506326,29.958542065801453,0.02597213599182238,4.741006247526105
Inner121,0.1563901257703573,29.741006247526105,-0.029240317471274868,-0.8527394348402453
Inner7,0.14783322777353414,29.147260565159755,0.005812879995454184,-2.0
Inner172,0.1544342327566885,30.68990592909991,0.0014276676382070086,-0.7313957589319884
Inner140,0.15348095072710793,31.348241243662333,0.0010777744050447513,2.1940248847422765
Inner102,0.1528347895774134,30.73721581580004,0.010387948786206663,-2.394088720353203
Inner44,0.14946536831665394,30.394088720353203,-0.016325305460642564,0.0
Inner77,0.15391256398245814,32.93124070054232,0.004319965487661198,3.946485340109433
Inner54,0.15354671396019154,33.05351465989057,0.03081372008527289,5.356137340615639
Inner11,0.14343270986455342,31.64386265938436,-0.009109704719545336,-5.5
Inner149,0.15490861836531494,30.616845484730344,0.015228217515113884,0.6334888396926637
Inner78,0.15889047586309277,30.633488839692664,0.0028943828800105376,0.6875376782447411
Inner67,0.15990522715768407,30.68753767824474,-0.0009780967484581404,12.0
Inner188,0.16073540328430935,29.23703368001702,-0.02058618242272217,-0.28830641114704036
Inner137,0.17488870602708825,28.778401022599517,-0.0015784941490679383,0.4472730429892664
Inner62,0.17920610153896416,28.41595100835135,-0.01362458122363261,0.0
Inner76,0.17762760738989622,28.863224051340616,-0.04657621611178411,2.0
Inner160,0.15430252360436608,28.490094611452477,-0.005175912442490854,-1.771960679181781
Inner141,0.1549858656577408,29.15492856619339,-0.0027782580139226187,1.8207100732048218
Inner75,0.15701852437090133,28.25622628619641,0.01819306890554473,6.0
Inner117,0.1542402663569787,30.07693635940123,-0.0029356532131559476,-0.6311018082916497
Inner104,0.1545845123569072,30.47212591106812,-0.017887271438274788,3.0
Inner61,0.15164885914375126,29.84102410277647,0.00398881960855188,6.0
Inner131,0.14980995321524995,27.38296788701161,0.005515827533037143,1.1581817344952974
Inner111,0.14542118115784386,26.42182461881118,0.0034831718543037182,-0.4645262210869454
Inner60,0.14107996369900286,26.353348439703545,-0.013695473213193421,-7.5
Inner94,0.14456313555330658,25.8888222186166,-0.0007059332087631931,-3.160105710301412
Inner64,0.1436312452552073,25.660105710301412,0.014374985285900532,10.0
Inner103,0.150937008690881,27.580006353306477,0.012155356635391551,-0.24061548356166185
Inner73,0.15364597318487774,27.759384516438338,-0.0011060730727098789,0.1011132372526724
Inner49,0.15612704741261318,27.898886762747328,0.015784294199129523,1.5
Inner271,0.13263686279709966,40.64415103887618,-0.025686132290355324,23.707394357091864
Inner213,0.1365236482410146,36.292605642908136,0.020442659316346562,5.65521260193491
Inner79,0.13258121865841785,31.34478739806509,0.008167857319599264,2.5
Inner281,0.12473170530980188,43.489333737010014,-0.00029416523821472473,5.2909440907891465
Inner274,0.12376261565404023,42.79957436834831,0.012391357158181182,2.929309456997146
Inner272,0.12114608736140471,39.929309456997146,0.016430861096393398,-1.9352504536080133
Inner242,0.10788761028208503,39.45417260570569,-0.007755779215328107,3.446209818104805
Inner175,0.10746593187179798,37.88183146628018,-0.005404678805207688,0.1725259515258486
Inner120,0.10624842302858084,37.17252595152585,0.0045745124188083935,2.0
Inner146,0.09971015265646987,41.32804128438499,-0.003934504899134342,15.5
Inner251,0.12431847137847843,37.51892215209768,-6.792711947582741e-05,0.6578752196918884
Inner248,0.12447240791435785,37.370626723895796,0.010337105396767729,-1.771434126216164
Inner214,0.1279683000870332,35.228565873783836,0.008262353764117936,4.754588542978688
Inner199,0.13018303236417136,34.75458854297869,-0.03324723249359893,-0.5644056016298862
Inner182,0.12933197513225747,34.435594398370114,0.010837571551329223,3.865462981449511
Inner143,0.12577675818672931,33.13453701855049,0.015467200043406196,-5.834415734686292
Inner90,0.12584626981084804,31.165584265313708,0.006767561577444223,5.778467569996888
Inner70,0.12751386358052585,30.778467569996888,0.006464094163478082,0.37103333886537726
Inner28,0.12455803177446197,30.427118984480334,0.005911234532484003,0.0
Inner36,0.13102212593794005,30.79815232334571,0.03315454738581598,10.651378952736856
Inner2,0.12189976802313111,26.348621047263144,-0.000589686082537233,-1.0
Inner229,0.12440448079488202,38.028501943587685,0.000732903044339886,2.084807644538273
Inner207,0.12418206577114228,37.46318617530435,-0.014004972322767192,9.5
Inner220,0.12491496881548217,39.547993819842624,0.006026729045168613,14.562841906926153
Inner206,0.12349017732636756,36.26069108259692,0.0033524995520103906,5.94913158960664
Inner147,0.12035039202596295,30.343636805840557,0.0011480880518714848,7.001873498633778
Inner124,0.11963610298137103,29.501873498633778,-0.002598816409695101,0.6731830292575722
Inner115,0.11991061998826631,29.189824904543627,0.02357099579643976,0.0
Inner99,0.11731180357857121,29.8630079338012,0.0013675555800186645,0.07689038531011505
Inner66,0.11575433796708197,29.902672787526242,0.006766048343168823,0.0
Inner82,0.11712189354710063,29.979563172836357,-0.008045119909114343,-2.75155046827188
Inner58,0.1152146622259619,29.74844953172812,0.0032830927860671155,2.7912203419394466
Inner45,0.11247901640751028,27.765315717498797,0.0054609532188813065,4.743829683493107
Inner30,0.11044906531497681,26.173399830363177,0.00807100388623104,15.5
Inner3,0.11591001853385811,30.917229513856284,-0.004159582189625005,3.5
Inner48,0.11576210919357739,30.556536059438244,-0.00992603723205844,7.0
Inner191,0.12370289157797335,36.2927683954472,-0.0019331159879347332,16.59303299198804
Inner162,0.12439430248209693,33.40696700801196,0.0040400853717383195,1.2277275083241932
Inner142,0.12353257462075999,32.27011102417078,0.009695638494819692,3.0262651970483176
Inner118,0.1237693778857333,31.026265197048318,-0.0014568085375580436,0.4258277696682633
Inner83,0.12470315481806457,30.406549163820078,0.0013543896843837833,0.1448275808891104
Inner6,0.12720320759182843,29.14482758088911,0.015371715818704848,2.5
Inner96,0.12324634628050653,30.83237693348834,-0.007877575311558457,0.0
Inner95,0.1275726599924983,33.497838532494974,-0.01251563222592958,-1.9323602996233333
Inner71,0.12659275505242673,33.06763970037667,-0.004873020412961351,0.7017566469931538
Inner32,0.1279447928496987,32.63436096925011,0.017160745045571232,4.0
Inner15,0.12307177243673735,33.336117616243264,0.008196337798883332,7.0
Inner123,0.12951690637153618,50.82353298952307,0.03032907850157314,5.0
Inner280,0.1234684504158255,48.090518459137456,0.0009385795569347571,9.156177753862728
Inner266,0.12239717814655356,47.29426850414158,-0.005953945390585733,12.0
Inner267,0.12333575770348831,56.450446258004305,0.0026850411418588294,-1.2044448640051826
Inner257,0.12197247376769725,58.76085999856843,0.026599042565508504,1.7872269224431179
Inner228,0.12364872705571109,62.78722692244312,0.011869074273572602,-5.0
Inner256,0.12465751490955608,57.556415134563245,-0.0409764606991917,17.888019134050978
Inner245,0.12897810530408538,57.11198086594902,0.017344172852805012,3.903281836942625
Inner221,0.13241365162185506,56.096718163057375,-0.024795157450859223,10.5
Inner296,0.12839749289399957,43.05134436661263,-0.0022377859102928055,9.312052269776572
Inner290,0.13000714818385484,41.23633529588005,-0.011857975396464715,1.374790603128588
Inner53,0.13418602085119002,31.374790603128588,0.002472007713523683,-4.5
Inner291,0.12776936227356203,50.548387565656625,-0.02535112477593285,13.51433201851605
Inner276,0.13379953330748245,50.69222077027512,0.002918247759190362,31.54818224042417
Inner193,0.1486793225094487,60.54818224042417,-0.015084512190691818,5.9613784761859705
Inner85,0.14995818230646188,65.96137847618597,0.006077075828728129,0.0
Inner241,0.1084484085315496,64.20655278879117,-0.020033778600727997,-9.228612265618551
Inner41,0.0860658240482786,70.77138773438145,-0.0027906859569902936,15.0
